Time,Channel A
(ms),(A)

45.95711972,-0.60673850
45.99807972,-0.66182440
46.03903972,-0.70772420
46.07999972,-0.71691040
46.12095972,-0.74446860
46.16191972,-0.78118230
46.20287972,-0.76281020
46.24383972,-0.81792660
46.28479972,-0.82708220
46.32575972,-0.83626820
46.36671972,-0.86382640
46.40767972,-0.85464040
46.44863972,-0.86382640
46.48959972,-0.84545430
46.53055972,-0.86382640
46.57151972,-0.82708220
46.61247972,-0.81792660
46.65343972,-0.77199630
46.69439972,-0.77199630
46.73535972,-0.70772420
46.77631972,-0.72609640
46.81727972,-0.69853820
46.85823972,-0.68019660
46.89919971,-0.64345230
46.94015971,-0.60673850
46.98111971,-0.57918030
47.02207971,-0.56999420
47.06303971,-0.52409440
47.10399971,-0.48738060
47.14495971,-0.46900840
47.18591971,-0.43226420
47.22687971,-0.42310860
47.26783971,-0.39555040
47.30879971,-0.37717830
47.34975971,-0.34965060
47.39071971,-0.32209240
47.43167971,-0.29456470
47.47263971,-0.27619250
47.51359971,-0.25782040
47.55455971,-0.23944820
47.59551971,-0.22110660
47.63647971,-0.20273450
47.67743971,-0.18436230
47.71839971,-0.16602070
47.75935971,-0.16602070
47.80031971,-0.13846250
47.84127971,-0.12927640
47.88223971,-0.09256265
47.92319971,-0.09256265
47.96415971,-0.07419050
48.00511971,-0.08337657
48.04607971,-0.05581836
48.08703971,-0.05581836
48.12799971,-0.03747673
48.16895971,-0.03747673
48.20991971,-0.01910459
48.25087971,-0.00991852
48.29183971,-0.02829066
48.33279971,0.09106724
48.37375971,0.00845363
48.41471971,-0.10174870
48.45567971,0.05432295
48.49663971,0.01763970
48.53759971,0.03595081
48.57855970,0.04513688
48.61951970,0.04513688
48.66047970,0.02679525
48.70143970,0.05432295
48.74239970,0.05432295
48.78335970,0.05432295
48.82431970,0.06350902
48.86527970,0.08188117
48.90623970,0.07269509
48.94719970,0.06350902
48.98815970,0.08188117
49.02911970,0.07269509
49.07007970,0.07269509
49.11103970,0.07269509
49.15199970,0.07269509
49.19295970,0.05432295
49.23391970,0.08188117
49.27487970,0.09106724
49.31583970,0.12778100
49.35679970,0.11859490
49.39775970,0.10022280
49.43871970,-0.00991852
49.47967970,0.09106724
49.52063970,0.09106724
49.56159970,0.09106724
49.60255970,0.10022280
49.64351970,0.09106724
49.68447970,0.09106724
49.72543970,0.09106724
49.76639970,0.06350902
49.80735970,0.09106724
49.84831970,0.10940890
49.88927970,0.09106724
49.93023970,0.09106724
49.97119970,0.09106724
50.01215970,0.09106724
50.05311970,0.09106724
50.09407970,0.08188117
50.13503970,0.08188117
50.17599970,0.09106724
50.21695969,0.10022280
50.25791969,0.09106724
50.29887969,0.10022280
50.33983969,0.09106724
50.38079969,0.07269509
50.42175969,0.10940890
50.46271969,0.07269509
50.50367969,0.04513688
50.54463969,0.10022280
50.58559969,0.03595081
50.62655969,0.08188117
50.66751969,0.05432295
50.70847969,0.06350902
50.74943969,0.08188117
50.79039969,0.05432295
50.83135969,0.08188117
50.87231969,0.08188117
50.91327969,0.05432295
50.95423969,0.05432295
50.99519969,0.05432295
51.03615969,0.05432295
51.07711969,0.04513688
51.11807969,0.08188117
51.15903969,0.09106724
51.19999969,0.07269509
51.24095969,0.05432295
51.28191969,0.03595081
51.32287969,0.05432295
51.36383969,0.02679525
51.40479969,0.05432295
51.44575969,0.04513688
51.48671969,-0.00991852
51.52767969,0.02679525
51.56863969,0.03595081
51.60959969,0.09106724
51.65055969,-0.00073244
51.69151969,0.04513688
51.73247969,0.03595081
51.77343969,0.06350902
51.81439969,0.01763970
51.85535968,0.05432295
51.89631968,-0.01910459
51.93727968,-0.01910459
51.97823968,0.12778100
52.01919968,-0.01910459
52.06015968,0.01763970
52.10111968,0.05432295
52.14207968,-0.02829066
52.18303968,-0.02829066
52.22399968,-0.05581836
52.26495968,0.00845363
52.30591968,-0.03747673
52.34687968,-0.09256265
52.38783968,-0.14764860
52.42879968,-0.01910459
52.46975968,0.01763970
52.51071968,-0.05581836
52.55167968,-0.02829066
52.59263968,-0.02829066
52.63359968,-0.02829066
52.67455968,0.01763970
52.71551968,-0.10174870
52.75647968,-0.00991852
52.79743968,-0.11090430
52.83839968,-0.06500443
52.87935968,-0.10174870
52.92031968,0.01763970
52.96127968,0.00845363
53.00223968,-0.03747673
53.04319968,-0.06500443
53.08415968,-0.05581836
53.12511968,-0.05581836
53.16607968,-0.06500443
53.20703968,-0.02829066
53.24799968,-0.09256265
53.28895968,-0.00073244
53.32991968,-0.08337657
53.37087968,-0.02829066
53.41183968,-0.08337657
53.45279968,-0.05581836
53.49375967,-0.05581836
53.53471967,-0.05581836
53.57567967,-0.10174870
53.61663967,-0.02829066
53.65759967,-0.12009030
53.69855967,0.00845363
53.73951967,-0.05581836
53.78047967,-0.00991852
53.82143967,-0.11090430
53.86239967,-0.05581836
53.90335967,-0.12009030
53.94431967,-0.02829066
53.98527967,-0.09256265
54.02623967,-0.05581836
54.06719967,-0.16602070
54.10815967,-0.06500443
54.14911967,-0.10174870
54.19007967,-0.08337657
54.23103967,-0.09256265
54.27199967,0.00845363
54.31295967,-0.08337657
54.35391967,-0.10174870
54.39487967,-0.08337657
54.43583967,-0.06500443
54.47679967,-0.09256265
54.51775967,-0.20273450
54.55871967,-0.12009030
54.59967967,-0.11090430
54.64063967,-0.05581836
54.68159967,-0.19354840
54.72255967,-0.09256265
54.76351967,-0.13846250
54.80447967,-0.11090430
54.84543967,-0.14764860
54.88639967,-0.08337657
54.92735967,-0.12927640
54.96831967,-0.09256265
55.00927967,-0.19354840
55.05023967,-0.11090430
55.09119967,-0.09256265
55.13215966,-0.05581836
55.17311966,-0.12927640
55.21407966,-0.04663229
55.25503966,-0.22110660
55.29599966,-0.03747673
55.33695966,-0.13846250
55.37791966,-0.13846250
55.41887966,-0.16602070
55.45983966,-0.23029270
55.50079966,-0.20273450
55.54175966,-0.16602070
55.58271966,-0.13846250
55.62367966,-0.02829066
55.66463966,-0.01910459
55.70559966,0.08188117
55.74655966,0.11859490
55.78751966,0.24713890
55.82847966,0.23795280
55.86943966,0.30222480
55.91039966,0.33896910
55.95135966,0.35731070
55.99231966,0.37568290
56.03327966,0.43995480
56.07423966,0.49504070
56.11519966,0.52259900
56.15615966,0.50422680
56.19711966,0.52259900
56.23807966,0.53178500
56.27903966,0.54097110
56.31999966,0.55931280
56.36095966,0.60524310
56.40191966,0.56849880
56.44287966,0.55931280
56.48383966,0.55931280
56.52479966,0.54097110
56.56575966,0.53178500
56.60671966,0.51341290
56.64767966,0.49504070
56.68863966,0.49504070
56.72959966,0.49504070
56.77055965,0.49504070
56.81151965,0.48585470
56.85247965,0.45832700
56.89343965,0.43995480
56.93439965,0.42158270
56.97535965,0.44914090
57.01631965,0.38486890
57.05727965,0.36649680
57.09823965,0.34815520
57.13919965,0.32978300
57.18015965,0.31141090
57.22111965,0.30222480
57.26207965,0.27469710
57.30303965,0.23795280
57.34399965,0.23795280
57.38495965,0.21961120
57.42591965,0.21961120
57.46687965,0.19205300
57.50783965,0.19205300
57.54879965,0.16449480
57.58975965,0.16449480
57.63071965,0.10940890
57.67167965,0.13696710
57.71263965,0.12778100
57.75359965,0.12778100
57.79455965,0.09106724
57.83551965,0.10022280
57.87647965,0.09106724
57.91743965,0.07269509
57.95839965,0.06350902
57.99935965,0.08188117
58.04031965,0.06350902
58.08127965,0.05432295
58.12223965,0.02679525
58.16319965,0.03595081
58.20415965,0.01763970
58.24511965,0.02679525
58.28607965,0.01763970
58.32703965,0.01763970
58.36799965,0.00845363
58.40895965,0.00845363
58.44991964,-0.00991852
58.49087964,-0.00991852
58.53183964,-0.01910459
58.57279964,-0.01910459
58.61375964,-0.00991852
58.65471964,-0.01910459
58.69567964,-0.01910459
58.73663964,-0.02829066
58.77759964,-0.01910459
58.81855964,-0.02829066
58.85951964,-0.01910459
58.90047964,-0.02829066
58.94143964,-0.04663229
58.98239964,-0.02829066
59.02335964,-0.02829066
59.06431964,-0.03747673
59.10527964,-0.02829066
59.14623964,-0.03747673
59.18719964,-0.02829066
59.22815964,-0.03747673
59.26911964,-0.04663229
59.31007964,-0.04663229
59.35103964,-0.02829066
59.39199964,-0.12009030
59.43295964,0.01763970
59.47391964,-0.05581836
59.51487964,-0.05581836
59.55583964,-0.04663229
59.59679964,-0.02829066
59.63775964,-0.05581836
59.67871964,-0.03747673
59.71967964,-0.05581836
59.76063964,-0.04663229
59.80159964,-0.04663229
59.84255964,-0.06500443
59.88351964,-0.04663229
59.92447964,-0.03747673
59.96543964,-0.05581836
60.00639964,-0.03747673
60.04735964,-0.03747673
60.08831963,-0.04663229
60.12927963,-0.00991852
60.17023963,-0.01910459
60.21119963,-0.00073244
60.25215963,-0.02829066
60.29311963,-0.01910459
60.33407963,-0.02829066
60.37503963,-0.02829066
60.41599963,-0.04663229
60.45695963,-0.01910459
60.49791963,-0.03747673
60.53887963,-0.01910459
60.57983963,-0.01910459
60.62079963,-0.01910459
60.66175963,-0.00073244
60.70271963,-0.00073244
60.74367963,-0.01910459
60.78463963,-0.01910459
60.82559963,-0.01910459
60.86655963,0.01763970
60.90751963,0.01763970
60.94847963,-0.00073244
60.98943963,-0.00073244
61.03039963,-0.05581836
61.07135963,0.01763970
61.11231963,0.01763970
61.15327963,0.00845363
61.19423963,0.02679525
61.23519963,-0.00073244
61.27615963,0.01763970
61.31711963,0.01763970
61.35807963,0.05432295
61.39903963,-0.00991852
61.43999963,0.01763970
61.48095963,-0.00073244
61.52191963,0.05432295
61.56287963,-0.00073244
61.60383963,0.04513688
61.64479963,-0.02829066
61.68575963,0.12778100
61.72671962,-0.01910459
61.76767962,0.06350902
61.80863962,0.07269509
61.84959962,0.02679525
61.89055962,0.12778100
61.93151962,0.03595081
61.97247962,0.08188117
62.01343962,0.07269509
62.05439962,0.09106724
62.09535962,-0.00073244
62.13631962,0.00845363
62.17727962,0.03595081
62.21823962,0.03595081
62.25919962,0.09106724
62.30015962,0.05432295
62.34111962,0.08188117
62.38207962,0.05432295
62.42303962,0.02679525
62.46399962,0.05432295
62.50495962,0.01763970
62.54591962,0.07269509
62.58687962,0.05432295
62.62783962,0.08188117
62.66879962,0.01763970
62.70975962,0.09106724
62.75071962,0.04513688
62.79167962,0.11859490
62.83263962,0.03595081
62.87359962,0.10940890
62.91455962,0.04513688
62.95551962,0.06350902
62.99647962,0.06350902
63.03743962,0.18286690
63.07839962,-0.09256265
63.11935962,0.13696710
63.16031962,0.12778100
63.20127962,0.13696710
63.24223962,0.11859490
63.28319962,-0.03747673
63.32415962,0.10940890
63.36511961,0.12778100
63.40607961,0.13696710
63.44703961,0.13696710
63.48799961,0.15533920
63.52895961,0.11859490
63.56991961,0.14615320
63.61087961,0.05432295
63.65183961,0.16449480
63.69279961,0.08188117
63.73375961,0.13696710
63.77471961,0.05432295
63.81567961,0.12778100
63.85663961,0.06350902
63.89759961,0.15533920
63.93855961,0.16449480
63.97951961,0.23795280
64.02047961,0.14615320
64.06143961,0.10022280
64.10239961,0.06350902
64.14335961,0.16449480
64.18431961,0.09106724
64.22527961,0.12778100
64.26623961,0.09106724
64.30719961,0.14615320
64.34815961,0.10022280
64.38911961,0.13696710
64.43007961,0.08188117
64.47103961,0.11859490
64.51199961,0.12778100
64.55295961,0.04513688
64.59391961,0.17368080
64.63487961,0.05432295
64.67583961,0.16449480
64.71679961,0.23795280
64.75775961,0.15533920
64.79871961,0.13696710
64.83967961,0.15533920
64.88063961,0.10022280
64.92159961,0.10022280
64.96255961,0.12778100
65.00351960,0.21961120
65.04447960,0.12778100
65.08543960,0.12778100
65.12639960,0.13696710
65.16735960,0.14615320
65.20831960,0.15533920
65.24927960,0.01763970
65.29023960,0.12778100
65.33119960,0.16449480
65.37215960,0.16449480
65.41311960,0.28388320
65.45407960,0.32059700
65.49503960,0.19205300
65.53599960,0.09106724
65.57695960,0.03595081
65.61791960,-0.07419050
65.65887960,-0.11090430
65.69983960,-0.28537860
65.74079960,-0.32209240
65.78175960,-0.42310860
65.82271960,-0.45063630
65.86367960,-0.50572220
65.90463960,-0.61592460
65.94559960,-0.63426620
65.98655960,-0.68938260
66.02751960,-0.66182440
66.06847960,-0.74446860
66.10943960,-0.76281020
66.15039960,-0.77199630
66.19135960,-0.81792660
66.23231960,-0.81792660
66.27327960,-0.83626820
66.31423960,-0.86382640
66.35519960,-0.83626820
66.39615960,-0.85464040
66.43711960,-0.84545430
66.47807960,-0.83626820
66.51903960,-0.82708220
66.55999960,-0.82708220
66.60095960,-0.79036840
66.64191959,-0.77199630
66.68287959,-0.74446860
66.72383959,-0.74446860
66.76479959,-0.71691040
66.80575959,-0.69853820
66.84671959,-0.67101050
66.88767959,-0.61592460
66.92863959,-0.60673850
66.96959959,-0.56999420
67.01055959,-0.53328040
67.05151959,-0.51490830
67.09247959,-0.45982240
67.13343959,-0.45063630
67.17439959,-0.42310860
67.21535959,-0.37717830
67.25631959,-0.37717830
67.29727959,-0.34965060
67.33823959,-0.32209240
67.37919959,-0.26700650
67.42015959,-0.28537860
67.46111959,-0.23944820
67.50207959,-0.24863430
67.54303959,-0.22110660
67.58399959,-0.21192050
67.62495959,-0.19354840
67.66591959,-0.08337657
67.70687959,-0.16602070
67.74783959,-0.13846250
67.78879959,-0.12927640
67.82975959,-0.12009030
67.87071959,-0.10174870
67.91167959,-0.08337657
67.95263959,-0.08337657
67.99359959,-0.07419050
68.03455959,-0.05581836
68.07551959,-0.04663229
68.11647959,-0.02829066
68.15743959,-0.01910459
68.19839959,-0.01910459
68.23935959,-0.00991852
68.28031959,-0.00991852
68.32127958,0.00845363
68.36223958,0.01763970
68.40319958,0.01763970
68.44415958,0.01763970
68.48511958,0.03595081
68.52607958,0.03595081
68.56703958,0.04513688
68.60799958,0.04513688
68.64895958,0.05432295
68.68991958,0.05432295
68.73087958,0.05432295
68.77183958,0.05432295
68.81279958,0.06350902
68.85375958,0.08188117
68.89471958,0.06350902
68.93567958,0.09106724
68.97663958,0.07269509
69.01759958,0.07269509
69.05855958,0.08188117
69.09951958,0.07269509
69.14047958,0.09106724
69.18143958,0.09106724
69.22239958,0.09106724
69.26335958,0.09106724
69.30431958,0.09106724
69.34527958,0.09106724
69.38623958,0.09106724
69.42719958,0.09106724
69.46815958,0.09106724
69.50911958,0.09106724
69.55007958,0.09106724
69.59103958,0.03595081
69.63199958,0.09106724
69.67295958,0.09106724
69.71391958,0.08188117
69.75487958,0.09106724
69.79583958,0.10022280
69.83679958,0.02679525
69.87775958,0.09106724
69.91871958,0.11859490
69.95967957,0.09106724
70.00063957,0.10022280
70.04159957,0.12778100
70.08255957,0.09106724
70.12351957,0.08188117
70.16447957,0.05432295
70.20543957,0.09106724
70.24639957,0.09106724
70.28735957,0.09106724
70.32831957,0.08188117
70.36927957,0.10022280
70.41023957,0.09106724
70.45119957,0.08188117
70.49215957,0.05432295
70.53311957,0.06350902
70.57407957,0.07269509
70.61503957,0.05432295
70.65599957,0.07269509
70.69695957,0.05432295
70.73791957,0.06350902
70.77887957,0.07269509
70.81983957,0.05432295
70.86079957,0.07269509
70.90175957,0.05432295
70.94271957,0.08188117
70.98367957,0.09106724
71.02463957,0.05432295
71.06559957,0.05432295
71.10655957,-0.12009030
71.14751957,0.02679525
71.18847957,0.05432295
71.22943957,0.01763970
71.27039957,0.07269509
71.31135957,0.04513688
71.35231957,0.04513688
71.39327957,0.05432295
71.43423957,0.05432295
71.47519957,-0.00073244
71.51615957,0.01763970
71.55711957,0.05432295
71.59807956,0.09106724
71.63903956,0.05432295
71.67999956,0.02679525
71.72095956,0.10940890
71.76191956,0.05432295
71.80287956,0.00845363
71.84383956,-0.01910459
71.88479956,0.00845363
71.92575956,0.04513688
71.96671956,-0.00073244
72.00767956,-0.02829066
72.04863956,-0.02829066
72.08959956,-0.01910459
72.13055956,0.04513688
72.17151956,0.02679525
72.21247956,-0.00991852
72.25343956,-0.01910459
72.29439956,0.01763970
72.33535956,0.00845363
72.37631956,-0.05581836
72.41727956,0.00845363
72.45823956,-0.10174870
72.49919956,0.03595081
72.54015956,-0.12927640
72.58111956,0.07269509
72.62207956,-0.12009030
72.66303956,-0.03747673
72.70399956,-0.02829066
72.74495956,-0.04663229
72.78591956,-0.12927640
72.82687956,-0.02829066
72.86783956,-0.05581836
72.90879956,-0.01910459
72.94975956,-0.10174870
72.99071956,-0.08337657
73.03167956,-0.06500443
73.07263956,-0.03747673
73.11359956,-0.02829066
73.15455956,-0.08337657
73.19551956,-0.05581836
73.23647955,-0.00991852
73.27743955,-0.09256265
73.31839955,0.01763970
73.35935955,-0.22110660
73.40031955,-0.01910459
73.44127955,-0.01910459
73.48223955,-0.09256265
73.52319955,-0.00991852
73.56415955,-0.01910459
73.60511955,-0.09256265
73.64607955,0.01763970
73.68703955,-0.07419050
73.72799955,-0.07419050
73.76895955,-0.10174870
73.80991955,-0.06500443
73.85087955,-0.05581836
73.89183955,-0.08337657
73.93279955,-0.08337657
73.97375955,-0.09256265
74.01471955,-0.01910459
74.05567955,-0.12927640
74.09663955,-0.20273450
74.13759955,-0.13846250
74.17855955,-0.08337657
74.21951955,-0.09256265
74.26047955,-0.05581836
74.30143955,-0.13846250
74.34239955,-0.09256265
74.38335955,-0.17517620
74.42431955,-0.08337657
74.46527955,-0.09256265
74.50623955,-0.09256265
74.54719955,-0.14764860
74.58815955,-0.05581836
74.62911955,-0.12927640
74.67007955,-0.09256265
74.71103955,-0.16602070
74.75199955,-0.07419050
74.79295955,-0.35883670
74.83391955,-0.00073244
74.87487954,-0.08337657
74.91583954,-0.08337657
74.95679954,-0.12009030
74.99775954,-0.11090430
75.03871954,-0.11090430
75.07967954,-0.13846250
75.12063954,-0.12927640
75.16159954,-0.08337657
75.20255954,-0.10174870
75.24351954,-0.18436230
75.28447954,-0.11090430
75.32543954,-0.12927640
75.36639954,-0.15683460
75.40735954,-0.23944820
75.44831954,-0.26700650
75.48927954,-0.20273450
75.53023954,-0.16602070
75.57119954,-0.12009030
75.61215954,-0.01910459
75.65311954,-0.00073244
75.69407954,0.11859490
75.73503954,0.21961120
75.77599954,0.21042510
75.81695954,0.26551100
75.85791954,0.32978300
75.89887954,0.33896910
75.93983954,0.42158270
75.98079954,0.42158270
76.02175954,0.48585470
76.06271954,0.46751310
76.10367954,0.53178500
76.14463954,0.52259900
76.18559954,0.54097110
76.22655954,0.56849880
76.26751954,0.60524310
76.30847954,0.55012670
76.34943954,0.55931280
76.39039954,0.57768490
76.43135954,0.56849880
76.47231954,0.55931280
76.51327953,0.53178500
76.55423953,0.53178500
76.59519953,0.50422680
76.63615953,0.51341290
76.67711953,0.50422680
76.71807953,0.49504070
76.75903953,0.49504070
76.79999953,0.46751310
76.84095953,0.44914090
76.88191953,0.43076880
76.92287953,0.42158270
76.96383953,0.38486890
77.00479953,0.38486890
77.04575953,0.35731070
77.08671953,0.32059700
77.12767953,0.32059700
77.16863953,0.30222480
77.20959953,0.28388320
77.25055953,0.26551100
77.29151953,0.24713890
77.33247953,0.22876680
77.37343953,0.16449480
77.41439953,0.20123910
77.45535953,0.20123910
77.49631953,0.16449480
77.53727953,0.15533920
77.57823953,0.16449480
77.61919953,0.12778100
77.66015953,0.12778100
77.70111953,0.12778100
77.74207953,0.10940890
77.78303953,0.10940890
77.82399953,0.08188117
77.86495953,0.09106724
77.90591953,0.07269509
77.94687953,0.05432295
77.98783953,0.04513688
78.02879953,0.04513688
78.06975953,0.04513688
78.11071953,0.03595081
78.15167953,0.02679525
78.19263952,0.01763970
78.23359952,0.01763970
78.27455952,0.00845363
78.31551952,0.00845363
78.35647952,0.00845363
78.39743952,-0.00991852
78.43839952,-0.00991852
78.47935952,-0.01910459
78.52031952,-0.00991852
78.56127952,-0.01910459
78.60223952,-0.00991852
78.64319952,-0.01910459
78.68415952,-0.01910459
78.72511952,-0.01910459
78.76607952,-0.01910459
78.80703952,-0.01910459
78.84799952,-0.01910459
78.88895952,-0.02829066
78.92991952,-0.01910459
78.97087952,-0.02829066
79.01183952,-0.05581836
79.05279952,-0.02829066
79.09375952,-0.03747673
79.13471952,-0.06500443
79.17567952,-0.03747673
79.21663952,-0.02829066
79.25759952,-0.03747673
79.29855952,-0.04663229
79.33951952,-0.01910459
79.38047952,-0.03747673
79.42143952,-0.04663229
79.46239952,-0.06500443
79.50335952,-0.00073244
79.54431952,-0.02829066
79.58527952,-0.02829066
79.62623952,-0.02829066
79.66719952,-0.04663229
79.70815952,-0.05581836
79.74911952,-0.03747673
79.79007952,-0.02829066
79.83103951,-0.01910459
79.87199951,-0.02829066
79.91295951,-0.03747673
79.95391951,-0.02829066
79.99487951,-0.00073244
80.03583951,-0.02829066
80.07679951,-0.04663229
80.11775951,-0.04663229
80.15871951,-0.04663229
80.19967951,-0.01910459
80.24063951,-0.03747673
80.28159951,-0.01910459
80.32255951,-0.01910459
80.36351951,-0.03747673
80.40447951,-0.01910459
80.44543951,-0.00073244
80.48639951,-0.01910459
80.52735951,-0.01910459
80.56831951,-0.04663229
80.60927951,-0.00991852
80.65023951,-0.00991852
80.69119951,-0.00073244
80.73215951,-0.00991852
80.77311951,0.03595081
80.81407951,-0.01910459
80.85503951,-0.04663229
80.89599951,-0.01910459
80.93695951,-0.00073244
80.97791951,0.00845363
81.01887951,-0.02829066
81.05983951,0.00845363
81.10079951,0.00845363
81.14175951,0.01763970
81.18271951,0.05432295
81.22367951,-0.01910459
81.26463951,0.01763970
81.30559951,-0.00073244
81.34655951,-0.02829066
81.38751951,0.00845363
81.42847951,0.04513688
81.46943950,0.05432295
81.51039950,0.04513688
81.55135950,0.01763970
81.59231950,0.05432295
81.63327950,0.03595081
81.67423950,0.01763970
81.71519950,0.01763970
81.75615950,0.07269509
81.79711950,-0.01910459
81.83807950,0.09106724
81.87903950,0.01763970
81.91999950,0.10022280
81.96095950,0.00845363
82.00191950,0.12778100
82.04287950,0.03595081
82.08383950,0.01763970
82.12479950,0.09106724
82.16575950,0.08188117
82.20671950,-0.02829066
82.24767950,0.09106724
82.28863950,0.05432295
82.32959950,0.03595081
82.37055950,0.07269509
82.41151950,0.07269509
82.45247950,0.07269509
82.49343950,0.08188117
82.53439950,0.04513688
82.57535950,0.07269509
82.61631950,0.12778100
82.65727950,0.03595081
82.69823950,-0.05581836
82.73919950,-0.01910459
82.78015950,0.05432295
82.82111950,0.09106724
82.86207950,0.10022280
82.90303950,0.05432295
82.94399950,0.10940890
82.98495950,0.10940890
83.02591950,0.06350902
83.06687950,0.04513688
83.10783949,0.13696710
83.14879949,0.05432295
83.18975949,0.09106724
83.23071949,0.07269509
83.27167949,0.13696710
83.31263949,0.04513688
83.35359949,0.07269509
83.39455949,-0.01910459
83.43551949,0.19205300
83.47647949,0.14615320
83.51743949,0.08188117
83.55839949,0.16449480
83.59935949,0.21042510
83.64031949,0.04513688
83.68127949,-0.03747673
83.72223949,0.10022280
83.76319949,0.12778100
83.80415949,0.17368080
83.84511949,0.09106724
83.88607949,0.09106724
83.92703949,0.12778100
83.96799949,0.10022280
84.00895949,0.12778100
84.04991949,0.11859490
84.09087949,0.16449480
84.13183949,0.16449480
84.17279949,0.19205300
84.21375949,0.12778100
84.25471949,0.15533920
84.29567949,0.19205300
84.33663949,0.07269509
84.37759949,0.05432295
84.41855949,0.00845363
84.45951949,0.20123910
84.50047949,0.03595081
84.54143949,0.18286690
84.58239949,0.10022280
84.62335949,0.16449480
84.66431949,0.14615320
84.70527949,0.20123910
84.74623948,0.13696710
84.78719948,0.12778100
84.82815948,0.01763970
84.86911948,0.22876680
84.91007948,0.07269509
84.95103948,0.22876680
84.99199948,0.08188117
85.03295948,0.11859490
85.07391948,0.16449480
85.11487948,0.18286690
85.15583948,0.20123910
85.19679948,0.17368080
85.23775948,0.16449480
85.27871948,0.15533920
85.31967948,0.09106724
85.36063948,0.21042510
85.40159948,0.27469710
85.44255948,0.22876680
85.48351948,0.11859490
85.52447948,0.09106724
85.56543948,-0.01910459
85.60639948,-0.16602070
85.64735948,-0.20273450
85.68831948,-0.23944820
85.72927948,-0.35883670
85.77023948,-0.45063630
85.81119948,-0.46900840
85.85215948,-0.60673850
85.89311948,-0.60673850
85.93407948,-0.67101050
85.97503948,-0.71691040
86.01599948,-0.72609640
86.05695948,-0.75365460
86.09791948,-0.75365460
86.13887948,-0.79036840
86.17983948,-0.82708220
86.22079948,-0.82708220
86.26175948,-0.83626820
86.30271948,-0.83626820
86.34367948,-0.85464040
86.38463947,-0.84545430
86.42559947,-0.82708220
86.46655947,-0.85464040
86.50751947,-0.82708220
86.54847947,-0.80874060
86.58943947,-0.79036840
86.63039947,-0.77199630
86.67135947,-0.75365460
86.71231947,-0.71691040
86.75327947,-0.70772420
86.79423947,-0.68019660
86.83519947,-0.64345230
86.87615947,-0.60673850
86.91711947,-0.57918030
86.95807947,-0.55165260
86.99903947,-0.53328040
87.03999947,-0.49653620
87.08095947,-0.45063630
87.12191947,-0.44145020
87.16287947,-0.38636430
87.20383947,-0.38636430
87.24479947,-0.37717830
87.28575947,-0.37717830
87.32671947,-0.31290630
87.36767947,-0.30372020
87.40863947,-0.27619250
87.44959947,-0.25782040
87.49055947,-0.24863430
87.53151947,-0.21192050
87.57247947,-0.20273450
87.61343947,-0.17517620
87.65439947,-0.16602070
87.69535947,-0.14764860
87.73631947,-0.12927640
87.77727947,-0.12927640
87.81823947,-0.11090430
87.85919947,-0.09256265
87.90015947,-0.09256265
87.94111947,-0.06500443
87.98207947,-0.05581836
88.02303947,-0.04663229
88.06399946,-0.03747673
88.10495946,-0.02829066
88.14591946,-0.02829066
88.18687946,-0.00991852
88.22783946,-0.02829066
88.26879946,-0.00073244
88.30975946,-0.01910459
88.35071946,0.01763970
88.39167946,0.02679525
88.43263946,0.02679525
88.47359946,0.03595081
88.51455946,0.00845363
88.55551946,0.02679525
88.59647946,0.05432295
88.63743946,0.05432295
88.67839946,0.06350902
88.71935946,0.05432295
88.76031946,0.05432295
88.80127946,0.05432295
88.84223946,0.04513688
88.88319946,0.10022280
88.92415946,0.08188117
88.96511946,0.05432295
89.00607946,0.09106724
89.04703946,0.12778100
89.08799946,0.09106724
89.12895946,0.09106724
89.16991946,0.08188117
89.21087946,0.12778100
89.25183946,0.09106724
89.29279946,0.06350902
89.33375946,0.09106724
89.37471946,0.09106724
89.41567946,0.09106724
89.45663946,0.09106724
89.49759946,0.10022280
89.53855946,0.07269509
89.57951946,0.10022280
89.62047946,0.09106724
89.66143946,0.09106724
89.70239945,0.09106724
89.74335945,0.09106724
89.78431945,0.08188117
89.82527945,0.09106724
89.86623945,0.10940890
89.90719945,0.09106724
89.94815945,0.11859490
89.98911945,0.09106724
90.03007945,0.09106724
90.07103945,0.08188117
90.11199945,0.10022280
90.15295945,0.09106724
90.19391945,0.09106724
90.23487945,0.09106724
90.27583945,0.08188117
90.31679945,0.10940890
90.35775945,0.09106724
90.39871945,0.05432295
90.43967945,0.07269509
90.48063945,0.08188117
90.52159945,0.07269509
90.56255945,0.05432295
90.60351945,0.07269509
90.64447945,0.07269509
90.68543945,0.08188117
90.72639945,0.05432295
90.76735945,0.12778100
90.80831945,0.05432295
90.84927945,0.00845363
90.89023945,0.09106724
90.93119945,0.08188117
90.97215945,0.05432295
91.01311945,0.07269509
91.05407945,0.05432295
91.09503945,0.04513688
91.13599945,0.05432295
91.17695945,0.05432295
91.21791945,-0.00073244
91.25887945,0.08188117
91.29983945,0.04513688
91.34079944,0.06350902
91.38175944,0.08188117
91.42271944,0.03595081
91.46367944,0.02679525
91.50463944,0.01763970
91.54559944,-0.04663229
91.58655944,0.00845363
91.62751944,0.04513688
91.66847944,-0.00991852
91.70943944,0.04513688
91.75039944,0.00845363
91.79135944,0.04513688
91.83231944,-0.00991852
91.87327944,0.05432295
