Time,Channel B
(ms),(V)

5.07903997,166.29540000
5.11999997,170.85790000
5.16095997,170.85790000
5.20191997,170.85790000
5.24287997,175.40510000
5.28383997,175.40510000
5.32479997,179.95240000
5.36575997,179.95240000
5.40671997,179.95240000
5.44767997,179.95240000
5.48863997,184.51490000
5.52959997,184.51490000
5.57055997,189.06220000
5.61151997,189.06220000
5.65247997,189.06220000
5.69343997,189.06220000
5.73439997,193.62470000
5.77535996,193.62470000
5.81631996,193.62470000
5.85727996,193.62470000
5.89823996,198.17190000
5.93919996,198.17190000
5.98015996,198.17190000
6.02111996,198.17190000
6.06207996,202.71920000
6.10303996,202.71920000
6.14399996,202.71920000
6.18495996,202.71920000
6.22591996,202.71920000
6.26687996,207.28170000
6.30783996,207.28170000
6.34879996,207.28170000
6.38975996,207.28170000
6.43071996,207.28170000
6.47167996,207.28170000
6.51263996,211.82900000
6.55359996,211.82900000
6.59455996,211.82900000
6.63551996,211.82900000
6.67647996,211.82900000
6.71743996,216.37620000
6.75839996,211.82900000
6.79935996,216.37620000
6.84031996,216.37620000
6.88127996,216.37620000
6.92223996,211.82900000
6.96319996,216.37620000
7.00415996,216.37620000
7.04511996,216.37620000
7.08607996,216.37620000
7.12703996,216.37620000
7.16799996,216.37620000
7.20895996,216.37620000
7.24991996,216.37620000
7.29087996,216.37620000
7.33183996,216.37620000
7.37279996,216.37620000
7.41375995,216.37620000
7.45471995,216.37620000
7.49567995,216.37620000
7.53663995,216.37620000
7.57759995,216.37620000
7.61855995,216.37620000
7.65951995,216.37620000
7.70047995,216.37620000
7.74143995,211.82900000
7.78239995,211.82900000
7.82335995,211.82900000
7.86431995,211.82900000
7.90527995,211.82900000
7.94623995,211.82900000
7.98719995,207.28170000
8.02815995,211.82900000
8.06911995,207.28170000
8.11007995,207.28170000
8.15103995,207.28170000
8.19199995,207.28170000
8.23295995,207.28170000
8.27391995,202.71920000
8.31487995,202.71920000
8.35583995,202.71920000
8.39679995,202.71920000
8.43775995,202.71920000
8.47871995,202.71920000
8.51967995,198.17190000
8.56063995,198.17190000
8.60159995,198.17190000
8.64255995,198.17190000
8.68351995,193.62470000
8.72447995,193.62470000
8.76543995,193.62470000
8.80639995,193.62470000
8.84735995,189.06220000
8.88831995,189.06220000
8.92927995,189.06220000
8.97023995,184.51490000
9.01119995,184.51490000
9.05215994,179.95240000
9.09311994,179.95240000
9.13407994,179.95240000
9.17503994,179.95240000
9.21599994,175.40510000
9.25695994,175.40510000
9.29791994,170.85790000
9.33887994,170.85790000
9.37983994,170.85790000
9.42079994,166.29540000
9.46175994,166.29540000
9.50271994,161.74810000
9.54367994,161.74810000
9.58463994,157.20080000
9.62559994,157.20080000
9.66655994,152.63830000
9.70751994,152.63830000
9.74847994,148.09110000
9.78943994,148.09110000
9.83039994,143.54380000
9.87135994,143.54380000
9.91231994,138.98130000
9.95327994,138.98130000
9.99423994,134.43400000
10.03519994,134.43400000
10.07615994,134.43400000
10.11711994,129.87150000
10.15807994,125.32430000
10.19903994,125.32430000
10.23999994,125.32430000
10.28095994,125.32430000
10.32191994,120.77700000
10.36287994,116.21450000
10.40383994,111.66720000
10.44479994,111.66720000
10.48575994,111.66720000
10.52671994,107.12000000
10.56767994,102.55750000
10.60863994,98.01019000
10.64959994,98.01019000
10.69055994,98.01019000
10.73151993,93.46294000
10.77247993,88.90041000
10.81343993,88.90041000
10.85439993,88.90041000
10.89535993,84.35316000
10.93631993,79.80591000
10.97727993,79.80591000
11.01823993,75.24339000
11.05919993,70.69613000
11.10015993,70.69613000
11.14111993,70.69613000
11.18207993,66.13361000
11.22303993,66.13361000
11.26399993,61.58635000
11.30495993,57.03909000
11.34591993,57.03909000
11.38687993,52.47658000
11.42783993,52.47658000
11.46879993,47.92932000
11.50975993,47.92932000
11.55071993,43.38206000
11.59167993,38.81955000
11.63263993,38.81955000
11.67359993,34.27229000
11.71455993,34.27229000
11.75551993,29.72503000
11.79647993,29.72503000
11.83743993,25.16251000
11.87839993,25.16251000
11.91935993,20.61525000
11.96031993,16.06800000
12.00127993,16.06800000
12.04223993,16.06800000
12.08319993,11.52074000
12.12415993,11.52074000
12.16511993,6.97348000
12.20607993,2.41096200
12.24703993,2.41096200
12.28799993,-2.13629600
12.32895993,-6.68355400
12.36991992,-6.68355400
12.41087992,-11.24607000
12.45183992,-6.68355400
12.49279992,-6.68355400
12.53375992,-6.68355400
12.57471992,-6.68355400
12.61567992,-6.68355400
12.65663992,-6.68355400
12.69759992,-6.68355400
12.73855992,-11.24607000
12.77951992,-29.45036000
12.82047992,-33.99762000
12.86143992,-38.56014000
12.90239992,-38.56014000
12.94335992,-43.10740000
12.98431992,-47.66991000
13.02527992,-47.66991000
13.06623992,-56.76443000
13.10719992,-56.76443000
13.14815992,-56.76443000
13.18911992,-61.32695000
13.23007992,-65.87420000
13.27103992,-70.42146000
13.31199992,-70.42146000
13.35295992,-74.98398000
13.39391992,-74.98398000
13.43487992,-79.53123000
13.47583992,-84.07849000
13.51679992,-88.64101000
13.55775992,-88.64101000
13.59871992,-93.18827000
13.63967992,-93.18827000
13.68063992,-97.73553000
13.72159992,-102.29800000
13.76255992,-106.84530000
13.80351992,-111.40780000
13.84447992,-111.40780000
13.88543992,-111.40780000
13.92639992,-111.40780000
13.96735992,-120.50230000
14.00831991,-120.50230000
14.04927991,-120.50230000
14.09023991,-125.06480000
14.13119991,-125.06480000
14.17215991,-125.06480000
14.21311991,-129.61210000
14.25407991,-129.61210000
14.29503991,-134.15940000
14.33599991,-134.15940000
14.37695991,-134.15940000
14.41791991,-138.72190000
14.45887991,-143.26910000
14.49983991,-143.26910000
14.54079991,-143.26910000
14.58175991,-143.26910000
14.62271991,-147.81640000
14.66367991,-152.37890000
14.70463991,-152.37890000
14.74559991,-152.37890000
14.78655991,-156.92620000
14.82751991,-156.92620000
14.86847991,-161.48870000
14.90943991,-161.48870000
14.95039991,-161.48870000
14.99135991,-166.03590000
15.03231991,-166.03590000
15.07327991,-170.58320000
15.11423991,-170.58320000
15.15519991,-175.14570000
15.19615991,-175.14570000
15.23711991,-175.14570000
15.27807991,-179.69300000
15.31903991,-179.69300000
15.35999991,-179.69300000
15.40095991,-184.24020000
15.44191991,-184.24020000
15.48287991,-184.24020000
15.52383991,-188.80270000
15.56479991,-184.24020000
15.60575991,-188.80270000
15.64671990,-193.35000000
15.68767990,-193.35000000
15.72863990,-193.35000000
15.76959990,-193.35000000
15.81055990,-197.89730000
15.85151990,-197.89730000
15.89247990,-197.89730000
15.93343990,-197.89730000
15.97439990,-197.89730000
16.01535990,-197.89730000
16.05631990,-202.45980000
16.09727990,-202.45980000
16.13823990,-202.45980000
16.17919990,-202.45980000
16.22015990,-202.45980000
16.26111990,-207.00700000
16.30207990,-207.00700000
16.34303990,-211.55430000
16.38399990,-207.00700000
16.42495990,-207.00700000
16.46591990,-211.55430000
16.50687990,-211.55430000
16.54783990,-211.55430000
16.58879990,-216.11680000
16.62975990,-211.55430000
16.67071990,-216.11680000
16.71167990,-216.11680000
16.75263990,-216.11680000
16.79359990,-216.11680000
16.83455990,-216.11680000
16.87551990,-216.11680000
16.91647990,-216.11680000
16.95743990,-216.11680000
16.99839990,-216.11680000
17.03935990,-220.66410000
17.08031990,-216.11680000
17.12127990,-220.66410000
17.16223990,-216.11680000
17.20319990,-220.66410000
17.24415990,-220.66410000
17.28511989,-216.11680000
17.32607989,-216.11680000
17.36703989,-216.11680000
17.40799989,-220.66410000
17.44895989,-216.11680000
17.48991989,-216.11680000
17.53087989,-216.11680000
17.57183989,-216.11680000
17.61279989,-216.11680000
17.65375989,-216.11680000
17.69471989,-216.11680000
17.73567989,-216.11680000
17.77663989,-216.11680000
17.81759989,-216.11680000
17.85855989,-216.11680000
17.89951989,-216.11680000
17.94047989,-216.11680000
17.98143989,-211.55430000
18.02239989,-211.55430000
18.06335989,-211.55430000
18.10431989,-207.00700000
18.14527989,-211.55430000
18.18623989,-207.00700000
18.22719989,-211.55430000
18.26815989,-207.00700000
18.30911989,-207.00700000
18.35007989,-207.00700000
18.39103989,-202.45980000
18.43199989,-202.45980000
18.47295989,-202.45980000
18.51391989,-202.45980000
18.55487989,-202.45980000
18.59583989,-202.45980000
18.63679989,-202.45980000
18.67775989,-197.89730000
18.71871989,-197.89730000
18.75967989,-197.89730000
18.80063989,-193.35000000
18.84159989,-193.35000000
18.88255989,-193.35000000
18.92351988,-188.80270000
18.96447988,-188.80270000
19.00543988,-188.80270000
19.04639988,-184.24020000
19.08735988,-184.24020000
19.12831988,-184.24020000
19.16927988,-179.69300000
19.21023988,-179.69300000
19.25119988,-179.69300000
19.29215988,-175.14570000
19.33311988,-175.14570000
19.37407988,-175.14570000
19.41503988,-170.58320000
19.45599988,-166.03590000
19.49695988,-161.48870000
19.53791988,-161.48870000
19.57887988,-161.48870000
19.61983988,-161.48870000
19.66079988,-156.92620000
19.70175988,-152.37890000
19.74271988,-152.37890000
19.78367988,-147.81640000
19.82463988,-147.81640000
19.86559988,-147.81640000
19.90655988,-143.26910000
19.94751988,-138.72190000
19.98847988,-138.72190000
20.02943988,-138.72190000
20.07039988,-138.72190000
20.11135988,-134.15940000
20.15231988,-129.61210000
20.19327988,-129.61210000
20.23423988,-125.06480000
20.27519988,-125.06480000
20.31615988,-125.06480000
20.35711988,-120.50230000
20.39807988,-115.95510000
20.43903988,-115.95510000
20.47999988,-111.40780000
20.52095988,-111.40780000
20.56191988,-111.40780000
20.60287987,-106.84530000
20.64383987,-102.29800000
20.68479987,-97.73553000
20.72575987,-97.73553000
20.76671987,-93.18827000
20.80767987,-93.18827000
20.84863987,-88.64101000
20.88959987,-84.07849000
20.93055987,-84.07849000
20.97151987,-84.07849000
21.01247987,-79.53123000
21.05343987,-74.98398000
21.09439987,-70.42146000
21.13535987,-70.42146000
21.17631987,-65.87420000
21.21727987,-65.87420000
21.25823987,-65.87420000
21.29919987,-56.76443000
21.34015987,-56.76443000
21.38111987,-52.21717000
21.42207987,-52.21717000
21.46303987,-52.21717000
21.50399987,-47.66991000
21.54495987,-47.66991000
21.58591987,-43.10740000
21.62687987,-38.56014000
21.66783987,-38.56014000
21.70879987,-33.99762000
21.74975987,-33.99762000
21.79071987,-33.99762000
21.83167987,-29.45036000
21.87263987,-29.45036000
21.91359987,-24.90310000
21.95455987,-20.34059000
21.99551987,-20.34059000
22.03647987,-15.79333000
22.07743987,-15.79333000
22.11839987,-11.24607000
22.15935987,-6.68355400
22.20031987,-6.68355400
22.24127986,-2.13629600
22.28223986,-2.13629600
22.32319986,2.41096200
22.36415986,2.41096200
22.40511986,6.97348000
22.44607986,6.97348000
22.48703986,6.97348000
22.52799986,6.97348000
22.56895986,6.97348000
22.60991986,6.97348000
22.65087986,6.97348000
22.69183986,6.97348000
22.73279986,6.97348000
22.77375986,25.16251000
22.81471986,29.72503000
22.85567986,34.27229000
22.89663986,38.81955000
22.93759986,38.81955000
22.97855986,43.38206000
23.01951986,47.92932000
23.06047986,52.47658000
23.10143986,52.47658000
23.14239986,57.03909000
23.18335986,61.58635000
23.22431986,66.13361000
23.26527986,66.13361000
23.30623986,70.69613000
23.34719986,75.24339000
23.38815986,75.24339000
23.42911986,79.80591000
23.47007986,79.80591000
23.51103986,84.35316000
23.55199986,88.90041000
23.59295986,88.90041000
23.63391986,88.90041000
23.67487986,93.46294000
23.71583986,98.01019000
23.75679986,98.01019000
23.79775986,107.12000000
23.83871986,107.12000000
23.87967985,107.12000000
23.92063985,107.12000000
23.96159985,111.66720000
24.00255985,116.21450000
24.04351985,120.77700000
24.08447985,120.77700000
24.12543985,120.77700000
24.16639985,125.32430000
24.20735985,125.32430000
24.24831985,129.87150000
24.28927985,129.87150000
24.33023985,134.43400000
24.37119985,134.43400000
24.41215985,138.98130000
24.45311985,138.98130000
24.49407985,143.54380000
24.53503985,143.54380000
24.57599985,143.54380000
24.61695985,148.09110000
24.65791985,148.09110000
24.69887985,148.09110000
24.73983985,152.63830000
24.78079985,152.63830000
24.82175985,157.20080000
24.86271985,157.20080000
24.90367985,157.20080000
24.94463985,161.74810000
24.98559985,161.74810000
25.02655985,166.29540000
25.06751985,166.29540000
25.10847985,166.29540000
25.14943985,170.85790000
25.19039985,170.85790000
25.23135985,175.40510000
25.27231985,175.40510000
25.31327985,175.40510000
25.35423985,179.95240000
25.39519985,179.95240000
25.43615985,179.95240000
25.47711985,184.51490000
25.51807984,184.51490000
25.55903984,184.51490000
25.59999984,184.51490000
25.64095984,189.06220000
25.68191984,189.06220000
25.72287984,189.06220000
25.76383984,189.06220000
25.80479984,193.62470000
25.84575984,193.62470000
25.88671984,193.62470000
25.92767984,193.62470000
25.96863984,198.17190000
26.00959984,198.17190000
26.05055984,198.17190000
26.09151984,198.17190000
26.13247984,198.17190000
26.17343984,202.71920000
26.21439984,202.71920000
26.25535984,202.71920000
26.29631984,202.71920000
26.33727984,207.28170000
26.37823984,207.28170000
26.41919984,207.28170000
26.46015984,207.28170000
26.50111984,207.28170000
26.54207984,207.28170000
26.58303984,211.82900000
26.62399984,211.82900000
26.66495984,211.82900000
26.70591984,211.82900000
26.74687984,211.82900000
26.78783984,211.82900000
26.82879984,211.82900000
26.86975984,216.37620000
26.91071984,216.37620000
26.95167984,216.37620000
26.99263984,216.37620000
27.03359984,216.37620000
27.07455984,216.37620000
27.11551984,216.37620000
27.15647983,216.37620000
27.19743983,216.37620000
27.23839983,216.37620000
27.27935983,216.37620000
27.32031983,216.37620000
27.36127983,216.37620000
27.40223983,216.37620000
27.44319983,216.37620000
27.48415983,216.37620000
27.52511983,216.37620000
27.56607983,216.37620000
27.60703983,216.37620000
27.64799983,216.37620000
27.68895983,216.37620000
27.72991983,216.37620000
27.77087983,211.82900000
27.81183983,211.82900000
27.85279983,211.82900000
27.89375983,211.82900000
27.93471983,211.82900000
27.97567983,211.82900000
28.01663983,207.28170000
28.05759983,211.82900000
28.09855983,207.28170000
28.13951983,207.28170000
28.18047983,207.28170000
28.22143983,207.28170000
28.26239983,207.28170000
28.30335983,207.28170000
28.34431983,202.71920000
28.38527983,202.71920000
28.42623983,202.71920000
28.46719983,202.71920000
28.50815983,198.17190000
28.54911983,202.71920000
28.59007983,198.17190000
28.63103983,198.17190000
28.67199983,193.62470000
28.71295983,198.17190000
28.75391983,193.62470000
28.79487983,193.62470000
28.83583982,193.62470000
28.87679982,189.06220000
28.91775982,189.06220000
28.95871982,189.06220000
28.99967982,184.51490000
29.04063982,184.51490000
29.08159982,184.51490000
29.12255982,179.95240000
29.16351982,179.95240000
29.20447982,179.95240000
29.24543982,175.40510000
29.28639982,175.40510000
29.32735982,170.85790000
29.36831982,170.85790000
29.40927982,170.85790000
29.45023982,166.29540000
29.49119982,166.29540000
29.53215982,161.74810000
29.57311982,157.20080000
29.61407982,157.20080000
29.65503982,157.20080000
29.69599982,152.63830000
29.73695982,148.09110000
29.77791982,148.09110000
29.81887982,148.09110000
29.85983982,143.54380000
29.90079982,143.54380000
29.94175982,143.54380000
29.98271982,138.98130000
30.02367982,134.43400000
30.06463982,134.43400000
30.10559982,134.43400000
30.14655982,129.87150000
30.18751982,129.87150000
30.22847982,125.32430000
30.26943982,125.32430000
30.31039982,120.77700000
30.35135982,120.77700000
30.39231982,116.21450000
30.43327982,111.66720000
30.47423981,111.66720000
30.51519981,107.12000000
30.55615981,107.12000000
30.59711981,102.55750000
30.63807981,102.55750000
30.67903981,98.01019000
30.71999981,93.46294000
30.76095981,93.46294000
30.80191981,93.46294000
30.84287981,88.90041000
30.88383981,88.90041000
30.92479981,84.35316000
30.96575981,79.80591000
31.00671981,79.80591000
31.04767981,75.24339000
31.08863981,70.69613000
31.12959981,70.69613000
31.17055981,66.13361000
31.21151981,61.58635000
31.25247981,61.58635000
31.29343981,61.58635000
31.33439981,57.03909000
31.37535981,52.47658000
31.41631981,52.47658000
31.45727981,47.92932000
31.49823981,47.92932000
31.53919981,43.38206000
31.58015981,43.38206000
31.62111981,38.81955000
31.66207981,34.27229000
31.70303981,34.27229000
31.74399981,34.27229000
31.78495981,29.72503000
31.82591981,29.72503000
31.86687981,25.16251000
31.90783981,20.61525000
31.94879981,20.61525000
31.98975981,16.06800000
32.03071981,16.06800000
32.07167981,16.06800000
32.11263980,11.52074000
32.15359980,6.97348000
32.19455980,6.97348000
32.23551980,2.41096200
32.27647980,2.41096200
32.31743980,-2.13629600
32.35839980,-2.13629600
32.39935980,-6.68355400
32.44031980,-6.68355400
32.48127980,-11.24607000
32.52223980,-6.68355400
32.56319980,-6.68355400
32.60415980,-11.24607000
32.64511980,-6.68355400
32.68607980,-6.68355400
32.72703980,-6.68355400
32.76799980,-6.68355400
32.80895980,-29.45036000
32.84991980,-33.99762000
32.89087980,-38.56014000
32.93183980,-38.56014000
32.97279980,-43.10740000
33.01375980,-47.66991000
33.05471980,-47.66991000
33.09567980,-52.21717000
33.13663980,-56.76443000
33.17759980,-56.76443000
33.21855980,-61.32695000
33.25951980,-65.87420000
33.30047980,-70.42146000
33.34143980,-70.42146000
33.38239980,-74.98398000
33.42335980,-79.53123000
33.46431980,-84.07849000
33.50527980,-84.07849000
33.54623980,-84.07849000
33.58719980,-88.64101000
33.62815980,-93.18827000
33.66911980,-97.73553000
33.71007980,-102.29800000
33.75103979,-102.29800000
33.79199979,-106.84530000
33.83295979,-111.40780000
33.87391979,-111.40780000
33.91487979,-111.40780000
33.95583979,-115.95510000
33.99679979,-115.95510000
34.03775979,-115.95510000
34.07871979,-120.50230000
34.11967979,-125.06480000
34.16063979,-129.61210000
34.20159979,-125.06480000
34.24255979,-129.61210000
34.28351979,-129.61210000
34.32447979,-134.15940000
34.36543979,-134.15940000
34.40639979,-138.72190000
34.44735979,-138.72190000
34.48831979,-138.72190000
34.52927979,-143.26910000
34.57023979,-147.81640000
34.61119979,-147.81640000
34.65215979,-147.81640000
34.69311979,-147.81640000
34.73407979,-152.37890000
34.77503979,-152.37890000
34.81599979,-156.92620000
34.85695979,-156.92620000
34.89791979,-161.48870000
34.93887979,-161.48870000
34.97983979,-166.03590000
35.02079979,-166.03590000
35.06175979,-166.03590000
35.10271979,-170.58320000
35.14367979,-170.58320000
35.18463979,-175.14570000
35.22559979,-175.14570000
35.26655979,-179.69300000
35.30751979,-179.69300000
35.34847979,-179.69300000
35.38943978,-184.24020000
35.43039978,-184.24020000
35.47135978,-184.24020000
35.51231978,-188.80270000
35.55327978,-188.80270000
35.59423978,-188.80270000
35.63519978,-188.80270000
35.67615978,-193.35000000
35.71711978,-193.35000000
35.75807978,-197.89730000
35.79903978,-193.35000000
35.83999978,-197.89730000
35.88095978,-197.89730000
35.92191978,-197.89730000
35.96287978,-197.89730000
36.00383978,-197.89730000
36.04479978,-202.45980000
36.08575978,-202.45980000
36.12671978,-202.45980000
36.16767978,-202.45980000
36.20863978,-202.45980000
36.24959978,-202.45980000
36.29055978,-207.00700000
36.33151978,-207.00700000
36.37247978,-207.00700000
36.41343978,-211.55430000
36.45439978,-211.55430000
36.49535978,-211.55430000
36.53631978,-211.55430000
36.57727978,-211.55430000
36.61823978,-216.11680000
36.65919978,-216.11680000
36.70015978,-216.11680000
36.74111978,-216.11680000
36.78207978,-216.11680000
36.82303978,-216.11680000
36.86399978,-216.11680000
36.90495978,-216.11680000
36.94591978,-220.66410000
36.98687978,-216.11680000
37.02783977,-220.66410000
37.06879977,-216.11680000
37.10975977,-220.66410000
37.15071977,-216.11680000
37.19167977,-216.11680000
37.23263977,-220.66410000
37.27359977,-216.11680000
37.31455977,-220.66410000
37.35551977,-216.11680000
37.39647977,-220.66410000
37.43743977,-220.66410000
37.47839977,-220.66410000
37.51935977,-216.11680000
37.56031977,-220.66410000
37.60127977,-216.11680000
37.64223977,-216.11680000
37.68319977,-216.11680000
37.72415977,-216.11680000
37.76511977,-216.11680000
37.80607977,-216.11680000
37.84703977,-216.11680000
37.88799977,-211.55430000
37.92895977,-211.55430000
37.96991977,-211.55430000
38.01087977,-211.55430000
38.05183977,-211.55430000
38.09279977,-211.55430000
38.13375977,-207.00700000
38.17471977,-211.55430000
38.21567977,-211.55430000
38.25663977,-207.00700000
38.29759977,-207.00700000
38.33855977,-207.00700000
38.37951977,-207.00700000
38.42047977,-207.00700000
38.46143977,-202.45980000
38.50239977,-202.45980000
38.54335977,-202.45980000
38.58431977,-202.45980000
38.62527977,-202.45980000
38.66623977,-202.45980000
38.70719976,-197.89730000
38.74815976,-197.89730000
38.78911976,-197.89730000
38.83007976,-197.89730000
38.87103976,-193.35000000
38.91199976,-193.35000000
38.95295976,-193.35000000
38.99391976,-193.35000000
39.03487976,-188.80270000
39.07583976,-188.80270000
39.11679976,-184.24020000
39.15775976,-184.24020000
39.19871976,-179.69300000
39.23967976,-179.69300000
39.28063976,-175.14570000
39.32159976,-175.14570000
39.36255976,-175.14570000
39.40351976,-170.58320000
39.44447976,-170.58320000
39.48543976,-166.03590000
39.52639976,-166.03590000
39.56735976,-161.48870000
39.60831976,-161.48870000
39.64927976,-161.48870000
39.69023976,-156.92620000
39.73119976,-152.37890000
39.77215976,-152.37890000
39.81311976,-147.81640000
39.85407976,-147.81640000
39.89503976,-143.26910000
39.93599976,-143.26910000
39.97695976,-143.26910000
40.01791976,-138.72190000
40.05887976,-138.72190000
40.09983976,-134.15940000
40.14079976,-134.15940000
40.18175976,-129.61210000
40.22271976,-129.61210000
40.26367976,-125.06480000
40.30463976,-125.06480000
40.34559975,-120.50230000
40.38655975,-120.50230000
40.42751975,-120.50230000
40.46847975,-115.95510000
40.50943975,-111.40780000
40.55039975,-111.40780000
40.59135975,-106.84530000
40.63231975,-106.84530000
40.67327975,-102.29800000
40.71423975,-97.73553000
40.75519975,-97.73553000
40.79615975,-93.18827000
40.83711975,-93.18827000
40.87807975,-88.64101000
40.91903975,-88.64101000
40.95999975,-84.07849000
41.00095975,-79.53123000
41.04191975,-74.98398000
41.08287975,-74.98398000
41.12383975,-74.98398000
41.16479975,-70.42146000
41.20575975,-65.87420000
41.24671975,-65.87420000
41.28767975,-61.32695000
41.32863975,-56.76443000
41.36959975,-56.76443000
41.41055975,-52.21717000
41.45151975,-52.21717000
41.49247975,-47.66991000
41.53343975,-47.66991000
41.57439975,-47.66991000
41.61535975,-43.10740000
41.65631975,-38.56014000
41.69727975,-38.56014000
41.73823975,-38.56014000
41.77919975,-33.99762000
41.82015975,-33.99762000
41.86111975,-29.45036000
41.90207975,-24.90310000
41.94303975,-24.90310000
41.98399974,-20.34059000
42.02495974,-15.79333000
42.06591974,-15.79333000
42.10687974,-15.79333000
42.14783974,-11.24607000
42.18879974,-6.68355400
42.22975974,-2.13629600
42.27071974,-2.13629600
42.31167974,-2.13629600
42.35263974,2.41096200
42.39359974,6.97348000
42.43455974,6.97348000
42.47551974,6.97348000
42.51647974,6.97348000
42.55743974,6.97348000
42.59839974,6.97348000
42.63935974,6.97348000
42.68031974,6.97348000
42.72127974,6.97348000
42.76223974,6.97348000
42.80319974,25.16251000
42.84415974,29.72503000
42.88511974,34.27229000
42.92607974,38.81955000
42.96703974,38.81955000
43.00799974,43.38206000
43.04895974,47.92932000
43.08991974,52.47658000
43.13087974,57.03909000
43.17183974,57.03909000
43.21279974,61.58635000
43.25375974,66.13361000
43.29471974,66.13361000
43.33567974,70.69613000
43.37663974,75.24339000
43.41759974,75.24339000
43.45855974,79.80591000
43.49951974,79.80591000
43.54047974,84.35316000
43.58143974,84.35316000
43.62239973,88.90041000
43.66335973,93.46294000
43.70431973,93.46294000
43.74527973,98.01019000
43.78623973,98.01019000
43.82719973,102.55750000
43.86815973,107.12000000
43.90911973,107.12000000
43.95007973,111.66720000
43.99103973,111.66720000
44.03199973,116.21450000
44.07295973,116.21450000
44.11391973,120.77700000
44.15487973,125.32430000
44.19583973,125.32430000
44.23679973,129.87150000
44.27775973,129.87150000
44.31871973,129.87150000
44.35967973,134.43400000
44.40063973,134.43400000
44.44159973,138.98130000
44.48255973,138.98130000
44.52351973,143.54380000
44.56447973,143.54380000
44.60543973,143.54380000
44.64639973,148.09110000
44.68735973,148.09110000
44.72831973,148.09110000
44.76927973,152.63830000
44.81023973,152.63830000
44.85119973,157.20080000
44.89215973,161.74810000
44.93311973,161.74810000
44.97407973,161.74810000
45.01503973,161.74810000
45.05599973,166.29540000
45.09695973,166.29540000
45.13791973,170.85790000
45.17887973,170.85790000
45.21983973,170.85790000
45.26079972,175.40510000
45.30175972,175.40510000
45.34271972,179.95240000
45.38367972,179.95240000
45.42463972,179.95240000
45.46559972,179.95240000
45.50655972,179.95240000
45.54751972,184.51490000
45.58847972,184.51490000
45.62943972,184.51490000
45.67039972,184.51490000
45.71135972,189.06220000
45.75231972,189.06220000
45.79327972,193.62470000
45.83423972,193.62470000
45.87519972,193.62470000
45.91615972,193.62470000
45.95711972,198.17190000
45.99807972,198.17190000
46.03903972,198.17190000
46.07999972,198.17190000
46.12095972,198.17190000
46.16191972,202.71920000
46.20287972,202.71920000
46.24383972,202.71920000
46.28479972,202.71920000
46.32575972,202.71920000
46.36671972,202.71920000
46.40767972,207.28170000
46.44863972,207.28170000
46.48959972,207.28170000
46.53055972,207.28170000
46.57151972,211.82900000
46.61247972,211.82900000
46.65343972,211.82900000
46.69439972,211.82900000
46.73535972,211.82900000
46.77631972,216.37620000
46.81727972,211.82900000
46.85823972,216.37620000
46.89919971,216.37620000
46.94015971,216.37620000
46.98111971,216.37620000
47.02207971,216.37620000
47.06303971,216.37620000
47.10399971,216.37620000
47.14495971,216.37620000
47.18591971,216.37620000
47.22687971,216.37620000
47.26783971,216.37620000
47.30879971,216.37620000
47.34975971,216.37620000
47.39071971,216.37620000
47.43167971,216.37620000
47.47263971,216.37620000
47.51359971,216.37620000
47.55455971,216.37620000
47.59551971,216.37620000
47.63647971,216.37620000
47.67743971,216.37620000
47.71839971,216.37620000
47.75935971,211.82900000
47.80031971,216.37620000
47.84127971,211.82900000
47.88223971,211.82900000
47.92319971,211.82900000
47.96415971,211.82900000
48.00511971,211.82900000
48.04607971,211.82900000
48.08703971,207.28170000
48.12799971,207.28170000
48.16895971,207.28170000
48.20991971,207.28170000
48.25087971,202.71920000
48.29183971,202.71920000
48.33279971,202.71920000
48.37375971,202.71920000
48.41471971,202.71920000
48.45567971,202.71920000
48.49663971,202.71920000
48.53759971,198.17190000
48.57855970,202.71920000
48.61951970,198.17190000
48.66047970,198.17190000
48.70143970,198.17190000
48.74239970,193.62470000
48.78335970,198.17190000
48.82431970,193.62470000
48.86527970,193.62470000
48.90623970,193.62470000
48.94719970,189.06220000
48.98815970,184.51490000
49.02911970,184.51490000
49.07007970,184.51490000
49.11103970,179.95240000
49.15199970,179.95240000
49.19295970,179.95240000
49.23391970,175.40510000
49.27487970,175.40510000
49.31583970,175.40510000
49.35679970,170.85790000
49.39775970,166.29540000
49.43871970,166.29540000
49.47967970,166.29540000
49.52063970,166.29540000
49.56159970,161.74810000
49.60255970,161.74810000
49.64351970,157.20080000
49.68447970,152.63830000
49.72543970,152.63830000
49.76639970,152.63830000
49.80735970,148.09110000
49.84831970,148.09110000
49.88927970,143.54380000
49.93023970,143.54380000
49.97119970,138.98130000
50.01215970,138.98130000
50.05311970,138.98130000
50.09407970,134.43400000
50.13503970,134.43400000
50.17599970,129.87150000
50.21695969,129.87150000
50.25791969,125.32430000
50.29887969,125.32430000
50.33983969,120.77700000
50.38079969,120.77700000
50.42175969,116.21450000
50.46271969,116.21450000
50.50367969,111.66720000
50.54463969,107.12000000
50.58559969,102.55750000
50.62655969,102.55750000
50.66751969,102.55750000
50.70847969,98.01019000
50.74943969,93.46294000
50.79039969,93.46294000
50.83135969,88.90041000
50.87231969,88.90041000
50.91327969,88.90041000
50.95423969,84.35316000
50.99519969,79.80591000
51.03615969,79.80591000
51.07711969,75.24339000
